ID,Curso,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q12.7,Q12.8,Q12.9,Q12.11,Q12.12,Q12.13,Q12.14,Q12.15,Q12.16,Q12.17,Q12.18,Q21.1,Q21.2,Q21.3,Q21.4,Q21.5,Q21.6,Q22.7,Q22.8,Q22.9,Q22.10,Q22.11,Q22.12,Q22.13,Q23.14,Q23.15,Q23.16,Q23.18,Q23.19,Q24.20,Q24.21,Q24.22,Q24.23,Q24.24,Q24.25,Q25.26,Q25.27,Q25.28,Q25.29,Q25.30,Q25.31,Q25.32,Q31.1,Q31.2,Q31.3,Q31.4,Q31.5,Q31.6,Q31.7,Q31.8,Q31.9,Q31.10,Q31.11,Q31.12,Q32.13,Q32.14,Q32.15,Q32.16,Q32.17,Q32.18,Q32.19,Q32.20,Q32.21,Q32.22,Q33.23,Q33.24,Q33.25,Q33.26,Q34.27,Q34.28,Q34.29,Q34.30,Q34.31,Q34.32,Q34.33,Q41.1,Q41.2,Q41.3,Q41.4,Q41.5,Q41.6,Q41.7,Q41.8,Q41.9,Q41.10,Q41.11,Q41.12,Q41.13,Q41.14,Q41.15,Q41.16,Q41.17,Q41.18,Q41.19,Q41.20,Q41.21
BIOQ-ALU-082,NA,2,1,1,1,4,2,1,2,1,1,1,1,2,1,1,1,1,1,2,4,4,4,2,1,1,1,1,3,3,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,3,3,2,2,1,4,4,3,4,4,3,4,4,3,4,4,1,1,2,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,4,4,1,2,1,1,1,1,2,1,2,1,2
BIOQ-ALU-083,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,3,2,2,1,1,2,2,3,2,2,2,1,2,1,2,3,3,1,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,3,2,2,1,1,2,2,3,2,2,2,1,1,1,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,2
BIOQ-ALU-084,NA,2,2,1,4,4,1,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,3,3,2,4,1,2,2,1,1,2,2,3,3,3,1,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,1,1,2,3,2,1,1,1,2,1,4,4,3,3,1,1,1,1,1,1,1,2,2,3,2,1,1,1,3,2,3,3,3,1,2,2,1,4,4,4,1,4
BIOQ-ALU-085,NA,4,4,2,1,4,4,4,4,4,1,3,3,2,2,1,1,1,2,2,1,2,4,1,1,2,1,1,2,3,1,4,2,2,2,1,1,2,2,1,2,2,1,2,2,3,4,2,4,1,2,1,4,2,1,4,4,4,4,4,4,2,2,2,4,2,2,4,4,2,1,4,4,1,4,1,1,1,2,2,2,2,2,2,2,2,4,2,4,4,4,2,2,2,1,1,2,2,2,2,2,1,2
BIOQ-ALU-086,NA,2,2,1,1,4,2,2,4,4,2,2,1,1,2,1,1,1,1,2,2,4,2,4,1,1,2,1,2,3,2,4,2,2,1,1,2,2,1,1,2,1,4,3,3,3,4,4,4,4,4,3,3,3,4,4,4,2,2,2,2,1,1,1,3,1,2,1,2,1,1,1,1,1,4,1,1,1,1,3,2,2,2,2,3,2,2,2,2,1,2,2,3,2,1,2,2,2,4,2,3,3,2
BIOQ-ALU-087,NA,2,1,2,2,1,2,1,1,4,1,2,2,3,4,3,3,1,1,1,1,1,1,1,1,1,2,1,2,3,1,1,3,2,1,1,2,1,2,1,2,3,1,2,2,3,2,2,4,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,3,2,1,1,2,1,1,2,1,2,3,2,1,1,3,2,2,2,2,2,2,2,1,1,1,4,1,2,3,3,1,1,3,1,1,1,1,1,1
BIOQ-ALU-088,NA,2,2,2,1,2,2,1,2,2,1,3,3,1,2,2,2,3,1,2,2,1,1,1,2,4,4,1,3,3,1,2,3,2,2,1,2,1,2,3,2,2,2,3,4,3,4,2,2,4,4,2,2,4,4,4,2,2,2,4,4,2,2,2,3,1,2,1,2,2,1,1,4,2,4,2,1,1,2,3,3,2,2,1,3,2,3,2,2,2,3,3,3,3,2,3,3,2,2,2,3,2,3
BIOQ-ALU-089,NA,4,4,4,4,4,4,4,4,4,4,2,2,2,4,2,2,2,2,1,1,1,1,1,2,3,1,1,1,1,1,4,4,3,2,3,1,1,1,1,1,1,1,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,4,2,2,1,4,4,4,4,4,2,3,3,4,2,2,2,2,2,2,2,2,1,3,1,1,3,2,2,1,3,1,1,1,3,3,2
BIOQ-ALU-090,NA,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,1,3,2,2,1,1,2,1,3,3,3,1,2,1,1,2,1,1,1,1,1,1,1,4,4,3,4,4,4,4,4,4,1,4,4,4,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,2,4,3,3,2,1,1,2,2,3,2,1,2,3,2,2,2,2,3,2,2,3,2,1,2,2,1,1,1,3,3,1
BIOQ-ALU-091,NA,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,2,3,4,4,1,4,2,1,4,4,4,4,4,1,1,1,2,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,3
BIOQ-ALU-092,NA,1,3,1,1,2,1,2,1,1,1,3,3,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,4,4,3,3,4,1,3,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1
BIOQ-ALU-093,NA,1,1,1,1,4,2,1,1,4,4,3,2,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,3,3,2,2,2,1,2,3,1,1,1,1,1,2,1,4,3,3,4,4,4,1,3,2,4,4,4,1,2,4,4,4,4,2,3,2,3,2,1,1,2,1,1,1,4,1,4,3,2,2,2,2,2,2,2,3,3,2,2,1,2,3,2,3,3,3,2,3,3,2,1,1,3,3,2
BIOQ-ALU-094,NA,4,1,4,1,4,3,4,2,4,3,4,3,3,3,3,2,1,1,2,3,3,2,3,3,2,2,3,2,3,4,3,3,3,3,3,2,3,3,3,3,2,3,3,3,3,3,2,3,3,3,4,3,3,4,3,3,4,4,4,4,3,3,1,3,4,3,4,4,2,1,1,4,3,3,3,1,1,3,2,1,1,3,1,3,3,3,4,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3
BIOQ-ALU-095,NA,1,2,2,1,4,1,1,4,3,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,2,1,1,2,1,2,1,1,1,4,3,3,3,4,4,1,3,3,1,1,4,3,3,3,4,4,4,1,1,1,3,1,1,1,2,1,1,1,4,4,4,1,1,4,3,1,1,1,1,2,3,1,2,1,2,2,1,2,3,1,1,1,3,1,2,2,2,1,1
BIOQ-ALU-096,NA,4,1,4,1,4,2,1,4,4,2,2,2,1,1,2,1,2,1,1,4,1,1,1,1,3,2,1,3,1,1,4,3,2,2,1,2,2,2,4,2,3,3,3,3,3,3,2,3,3,3,4,3,4,4,3,3,3,4,4,4,2,4,2,3,4,2,1,1,2,1,1,4,4,4,1,1,1,2,2,2,2,3,2,3,2,1,1,4,3,3,3,3,3,4,1,3,1,4,4,3,1,1
BIOQ-ALU-097,NA,1,1,2,1,4,2,1,2,4,2,3,3,1,2,3,3,2,1,1,1,1,1,1,2,4,2,1,1,1,1,1,2,2,1,3,2,3,2,2,4,3,4,3,3,3,3,2,4,4,3,4,4,4,4,3,3,4,4,4,4,2,2,2,3,3,2,2,2,2,2,1,4,3,1,3,1,2,2,3,3,2,3,2,2,2,2,1,1,3,2,2,2,3,2,2,2,2,2,2,3,3,1
BIOQ-ALU-098,NA,1,1,1,4,2,2,1,4,2,2,2,3,1,2,1,3,2,1,2,1,1,1,1,1,2,3,1,3,2,2,4,2,2,1,1,1,2,2,1,3,3,1,4,4,4,3,4,2,2,1,2,1,2,2,3,4,4,4,4,2,2,2,1,2,1,1,4,2,2,1,1,4,1,4,1,3,2,2,1,2,3,2,1,2,4,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1
BIOQ-ALU-099,NA,1,2,4,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,2,3,3,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,2,2,2,1,2,1,2,1,2,2,3,3,2
BIOQ-ALU-100,NA,1,1,2,4,4,2,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,3,3,3,3,2,2,2,4,4,1,4,4,4,4,4,4,4,4,1,4,2,4,2,1,4,2,1,1,4,4,3,4,1,1,1,1,1,2,1,1,1,1,1,1,4,1,3,2,3,3,3,2,1,1,1,1,1,1,1,1
BIOQ-ALU-101,NA,2,1,4,2,4,2,2,2,2,1,1,1,2,4,2,2,2,1,2,2,1,2,1,2,3,2,2,3,3,2,2,2,4,2,2,2,2,2,1,2,2,2,4,1,3,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4,2,2,1,2,2,2,1,2,1,1,4,4,2,4,2,2,2,4,2,2,2,2,2,3,2,2,4,2,4,2,3,3,2,2,2,2,4,2,4,3,3,4
BIOQ-ALU-102,NA,1,2,4,1,4,1,1,1,1,1,1,2,2,3,2,1,1,1,2,1,2,2,2,1,3,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,4,3,4,4,4,4,4,3,4,4,4,4,1,1,2,3,1,1,1,1,2,1,1,1,3,4,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1
BIOQ-ALU-103,NA,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,2,2,1,2,3,3,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,2,1,1,4,1,4,1,1,1,2,1,1,2,1,2,2,1,2,1,1,4,1,1,3,3,1,1,2,1,1,1,1,1,2
BIOQ-ALU-104,NA,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,3,1,2,3,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,3,2,1,1,3,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1
BIOQ-ALU-105,NA,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,3,2,3,1,1,2,2,2,2,3,2,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1
BIOQ-ALU-106,NA,1,1,2,2,1,1,1,1,2,2,3,3,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,3,1,2,2,3,2,2,1,3,4,3,1,2,3,3,4,4,4,4,4,2,1,2,3,2,1,1,2,2,1,1,1,1,2,1,1,2,2,3,2,3,1,2,3,2,2,2,2,1,1,2,3,3,1,3,3,2,3,2,3,2,2
BIOQ-ALU-107,NA,1,1,2,3,1,3,1,1,2,2,3,3,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,3,2,1,1,1,1,2,1,2,1,2,2,2,3,2,1,1,3,3,3,3,3,2,3,3,2,3,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,2,3,2,3,2,2
BIOQ-ALU-108,NA,1,2,2,3,1,3,1,1,1,2,3,3,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,3,1,1,1,1,1,1,3,3,3,2,1,1,1,1,3,1,1,1,1,1,1,2,2,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3
BIOQ-ALU-109,NA,2,4,1,1,1,2,1,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,2,3,4,2,1,1,1,1,2,2,4,1,1,1,3,4,1,1,4,3,2,1,4,2,4,4,2,1,4,1,1,1,2,4,1,1,4,2,2,1,2,4,4,4,1,1,1,1,1,2,1,2,1,2,1,2,4,2,1,1,2,3,2,1,1,1,1,2,1,1,1,1
BIOQ-ALU-110,NA,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,2,3,3,2,1,2,3,2,2,1,1,2,2,2,2,1,1,2,2,2,1,3,2,2,1,2,1,1,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2
BIOQ-ALU-111,NA,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,3,4,4,2,3,1,1,1,1,3,1,2,2,2,1,1,1,2,1,2,3,2,3,3,3,3,2,2,1,1,2,2,1,1,2,4,3,4,4,4,1,2,2,3,1,1,1,2,1,1,2,3,3,2,1,3,1,1,1,1,1,1,1,3,2,2,2,1,3,1,2,3,2,1,2,3,1,2,1,2,1,2
BIOQ-ALU-112,NA,1,1,4,1,4,3,1,1,1,1,3,3,2,2,1,2,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,3,1,1,3,1,3,3,1,1,1,4,4,4,3,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,1,2,1,4,1,1,2,1,1,1,4,4,1,2,3,1,3,3,2,1,1,2,2,3,3,2,2,2,3,2,3,3,3,2,2,3,3,3,4,3,3,1
BIOQ-ALU-113,NA,3,3,3,2,2,1,1,1,1,1,3,2,2,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,3,2,2,2,2,2,4,4,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,1,2,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1
BIOQ-ALU-114,NA,3,1,3,1,4,1,1,3,3,1,1,2,1,2,4,1,1,2,4,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,3,1,3,3,4,1,3,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
BIOQ-ALU-115,NA,1,1,2,2,4,2,1,1,4,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BIOQ-ALU-116,NA,1,2,2,4,1,2,1,2,2,1,2,3,1,3,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,3,3,3,2,2,4,3,3,3,4,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,4,3,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,4,2,2,2,2,1,2,2,1,1,1,3,1,1
BIOQ-ALU-117,NA,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,3,2,1,2,2,3,3,3,3,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,3,3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,3,2,3,3,3,1,1,3,1,4,4,2,2,2
BIOQ-ALU-118,NA,2,2,1,3,3,1,1,2,2,2,1,2,1,2,1,1,4,1,2,1,2,3,2,2,3,3,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,3,3,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,1,2,2,1,2,2,3,3,1,1,2,2,3,3,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
BIOQ-ALU-119,NA,2,1,1,2,4,2,1,1,2,4,1,2,1,3,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,4,4,3,3,3,4,2,3,1,1,1,3,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,2,3,3,3,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
BIOQ-ALU-120,NA,1,1,2,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,2,1,1,1,1,1,2,2,3,2,3,1,2,2,2,3,3,3,3,3,2,2,3,2,2,2,3,3,3
BIOQ-ALU-121,NA,1,2,2,3,3,2,2,1,2,2,3,3,2,3,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,3,3,1,3,2,1,3,3,1,1,2,2,1,2,2,2,2,2,3,2,3,2,2,1,3,3,2,2,2,3,3,2
BIOQ-ALU-122,9no.,2,2,3,4,4,2,2,2,2,1,3,3,1,3,2,3,3,1,2,2,1,2,2,3,3,2,2,1,2,3,3,3,2,2,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,1,2,2,3,1,1,1,1,1
BIOQ-ALU-123,9no.,1,2,4,1,4,2,1,2,4,2,2,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,4,4,4,4,3,1,2,1,1,1,1,1,2,3,4,3,3,4,4,4,3,4,1,4,4,1,1,1,1,1,1,2,1,1,2,4,1,2,2,1,2,1,4,4,3,1,1,1,1,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1
BIOQ-ALU-124,9no.,2,1,4,4,4,2,1,3,3,4,3,2,2,3,2,3,2,2,2,4,4,4,4,2,2,4,4,1,2,1,4,2,4,2,3,1,2,1,2,1,1,1,1,1,3,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,1,1,2,3,2,2,4,1,1,1,4,3,4,4,3,2,3,2,3,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2
BIOQ-ALU-125,9no.,1,2,4,3,2,3,2,3,3,4,3,2,1,3,1,1,1,2,2,2,3,4,2,1,2,1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,4,1,2,3,3,1,4,2,3,1,1,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,4,2,1,3,1,1,1,1,1,1,1,2,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BIOQ-ALU-126,9no.,2,3,3,3,4,2,2,1,4,4,2,3,1,3,1,2,1,1,1,1,2,2,1,4,1,4,1,1,1,1,4,2,1,1,1,2,2,2,1,2,4,2,2,2,3,3,4,4,2,2,4,4,2,2,4,4,4,4,4,4,2,1,1,4,4,1,1,1,1,1,4,3,1,4,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1
BIOQ-ALU-127,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,4,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
BIOQ-ALU-128,NA,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,3,2,2,2,4,3,2,4,2,4,2,4,2,1,1,1,1,1,1,2,1,1,1,2,2,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,2,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2
BIOQ-ALU-129,NA,1,1,1,4,3,1,1,2,2,2,2,3,1,2,2,3,3,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3,3,3,3,3,3,3,3,3,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,3,3,3,3,3,2,1,2,2,3,3,2,3,3,3,3,3,1,2,2,1,2,2,2,2,3
BIOQ-ALU-130,NA,1,1,1,4,3,2,1,2,2,1,2,1,1,3,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,4,4,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,1,1,2,2,2,2,2,1,1,1,4,3,4,4,3,1,2,2,2,2,2,2,2,3,3,2,2,1,3,3,2,2,2,2,4,2,2,2,2,3,3,2
BIOQ-ALU-131,NA,1,1,2,1,1,1,1,1,1,4,2,3,2,3,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,2,2,3,3,3,3,3,3,4,4,4,3,4,4,2,2,3,3,3,2,4,3,3,1,4,2,3,2,3,2,3,2,3,3,2,3,2,2,1,4,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2
BIOQ-ALU-132,9no.,4,3,2,1,1,1,1,2,2,2,3,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,4,2,2,3,4,4,4,2,2,2,4,2,2,1,4,1,4,4,1,1,1,1,2,1,1,1,2,2,1,4,4,1,4,1,1,1,2,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,2,1,1,1,1,1,1
BIOQ-ALU-133,9no.,1,2,4,4,3,4,2,4,4,4,2,2,1,2,1,1,1,1,1,1,2,2,1,2,3,2,1,1,3,4,1,1,2,1,1,1,1,1,1,1,4,2,3,3,3,2,1,1,3,2,4,1,2,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,1,1,1,2,2,2,2,2,2,2,1,4,1,1,3,3,2,3,4,1,2,2,2,1,1,2,3,2
BIOQ-ALU-134,9no.,4,2,3,4,4,3,2,2,2,2,2,2,1,3,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,2,3,2,4,4,3,3,3,3,3,3,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,2,1,2,2,1,1,2,3,2,2,2,2,2,2,2,1,2,2,2,2,1
BIOQ-ALU-135,9no.,4,3,4,4,4,2,1,3,3,4,2,3,2,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,3,1,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,2,4,4,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,3,3,3,2,3,3,2,2,2,2,1,2,2,1,3,2,3,3,2,2,2,1,1,2,2,2,2,2,2,2
BIOQ-ALU-136,9no.,2,2,3,1,4,2,1,1,4,4,3,3,2,3,2,2,1,1,2,1,4,4,4,3,3,2,3,1,2,2,2,3,4,4,1,1,2,2,2,1,1,4,4,4,3,2,1,1,3,3,3,4,3,3,4,4,4,4,4,4,1,1,1,1,1,1,2,2,1,1,2,3,1,4,2,2,2,2,2,2,2,3,1,3,2,2,2,2,3,1,2,2,3,1,2,3,2,1,1,1,1,2
BIOQ-ALU-137,9no.,2,3,3,1,4,4,4,4,4,4,2,3,2,3,2,2,2,1,2,2,1,1,1,1,2,4,1,2,3,2,4,4,4,2,4,1,2,2,1,1,2,4,3,3,2,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,3,2,1,4,3,3,1,2,2,1,1,2,2,2,3,2,3,3,2,2,3,2,2,2,3,4,4,2,2,4,2,4,3,3,3
BIOQ-ALU-138,9no.,2,4,4,2,4,4,3,2,1,2,3,3,1,3,2,3,2,2,2,4,1,2,2,2,3,2,1,2,2,2,3,2,4,2,3,2,1,2,1,1,2,4,4,3,3,1,1,1,4,3,3,4,4,4,1,1,1,4,4,4,2,2,2,2,1,1,4,2,1,1,2,3,4,4,3,3,3,3,3,3,3,2,2,2,3,3,2,2,3,1,2,3,3,1,2,3,2,3,2,3,3,2
BIOQ-ALU-139,9no.,2,2,4,4,4,2,4,2,2,4,2,2,1,3,2,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,4,4,1,1,2,2,2,2,4,4,4,2,3,2,1,1,3,3,4,3,4,4,1,4,4,4,4,1,2,1,2,2,1,1,1,2,1,1,4,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,1,1,1,2,1,3,3,3
BIOQ-ALU-140,9no.,2,2,4,1,4,2,4,2,2,4,3,3,1,3,2,2,3,4,2,2,4,4,4,2,3,1,4,1,3,1,2,3,4,2,4,2,1,2,2,2,3,4,4,4,3,2,1,1,3,3,3,4,4,3,4,1,4,1,4,1,2,1,3,2,2,2,4,4,2,1,2,3,2,3,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3,2,3,3,1,2,3,2,2,4,3,3,3
BIOQ-ALU-141,9no.,2,2,4,2,4,3,4,2,2,4,2,2,1,3,3,2,3,2,4,4,4,4,4,2,2,4,2,1,2,4,4,2,2,2,2,2,1,2,2,2,3,4,3,3,3,2,2,2,3,3,3,4,4,3,3,4,4,4,4,4,2,2,2,3,2,2,4,2,2,1,1,3,1,4,1,1,2,2,2,3,3,2,2,3,2,2,2,2,3,2,4,3,3,1,2,3,2,2,4,2,2,1
BIOQ-ALU-142,NA,1,2,1,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,2,2,2,1,1,3,2,2,3,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,4,3,2,1,2,3,2,1,2,2,4,4,4,4,4,4,2,2,2,2,1,2,2,2,1,1,1,1,3,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,1,1,3,3,2
